id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
34,15804586.0,Ch'ang,714.0,France,Female,66.0,10.0,139914.6,1.0,1.0,1.0,58854.88,0.0
35,15596710.0,Mancini,715.0,Germany,Male,49.0,7.0,96473.59,1.0,0.0,0.0,119638.85,1.0
36,15586522.0,Wang,693.0,France,Female,33.0,7.0,0.0,2.0,1.0,0.0,101418.05,0.0
37,15652674.0,Cattaneo,639.0,Germany,Female,45.0,1.0,122338.21,2.0,1.0,0.0,93840.68,0.0
38,15577078.0,Okonkwo,634.0,Spain,Male,30.0,6.0,0.0,1.0,1.0,1.0,159899.97,0.0
39,15662736.0,K'ung,679.0,Germany,Female,34.0,8.0,110942.9,1.0,1.0,0.0,168816.22,1.0
40,15590828.0,Liao,632.0,France,Male,51.0,3.0,0.0,1.0,1.0,0.0,93739.71,1.0
41,15778861.0,Ch'ang,556.0,France,Male,33.0,10.0,0.0,2.0,1.0,1.0,81436.68,0.0
42,15743293.0,H?,594.0,France,Male,34.0,4.0,0.0,2.0,0.0,0.0,178709.98,0.0
43,15794549.0,Ch'eng,595.0,Spain,Female,35.0,1.0,0.0,2.0,0.0,0.0,164549.74,0.0
44,15589420.0,Macleod,609.0,France,Male,26.0,8.0,0.0,2.0,1.0,0.0,74854.97,0.0
45,15781702.0,Ch'in,592.0,Germany,Male,54.0,3.0,135096.77,1.0,1.0,0.0,114448.77,1.0
46,15775238.0,Hsueh,590.0,France,Female,39.0,1.0,102540.61,1.0,1.0,1.0,143096.49,0.0
47,15765300.0,Onyemachukwu,603.0,Spain,Male,28.0,5.0,0.0,2.0,1.0,1.0,179267.94,0.0
48,15571756.0,Chiganu,850.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,133537.53,0.0
49,15686885.0,Pagnotto,707.0,Germany,Male,34.0,9.0,160541.0,2.0,1.0,1.0,155850.4,0.0
50,15692934.0,Chiemenam,673.0,Spain,Male,36.0,5.0,132670.61,1.0,1.0,1.0,126812.63,0.0
51,15766017.0,Calabrese,712.0,France,Male,51.0,2.0,0.0,2.0,1.0,0.0,120852.85,0.0
52,15589725.0,Ozioma,651.0,France,Male,36.0,7.0,0.0,2.0,0.0,1.0,172097.4,0.0
53,15743817.0,Chidi,627.0,Germany,Female,38.0,4.0,116537.6,1.0,1.0,1.0,107630.75,1.0
54,15607986.0,Ch'ang,524.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,149503.54,0.0
55,15736299.0,Scott,624.0,France,Female,36.0,5.0,0.0,2.0,1.0,1.0,83090.35,0.0
56,15770405.0,Smith,634.0,Spain,Male,33.0,5.0,0.0,2.0,0.0,0.0,123978.86,0.0
57,15642821.0,Cawthorne,741.0,France,Male,37.0,4.0,0.0,2.0,1.0,0.0,175893.53,0.0
58,15764237.0,Udegbulam,558.0,France,Female,40.0,7.0,148962.76,1.0,1.0,1.0,107949.72,0.0
59,15791045.0,Hsieh,572.0,France,Male,40.0,5.0,0.0,1.0,1.0,1.0,70954.41,0.0
60,15768163.0,Trevisani,644.0,France,Female,50.0,0.0,0.0,1.0,1.0,1.0,185580.89,1.0
61,15736271.0,Ch'iu,561.0,France,Female,31.0,7.0,0.0,2.0,1.0,1.0,93739.71,0.0
62,15768244.0,Pinto,756.0,Spain,Male,31.0,10.0,0.0,2.0,1.0,0.0,86937.2,0.0
63,15700476.0,Tuan,696.0,France,Female,31.0,10.0,0.0,2.0,1.0,1.0,165008.97,0.0
64,15767488.0,Nnachetam,468.0,France,Female,35.0,5.0,0.0,2.0,1.0,1.0,180932.46,0.0
65,15590094.0,Maclean,637.0,France,Male,27.0,2.0,106045.92,2.0,1.0,1.0,158213.71,0.0
66,15767894.0,Ch'ien,646.0,Spain,Female,31.0,7.0,0.0,1.0,0.0,0.0,47880.71,1.0
67,15790846.0,Bibi,709.0,France,Female,39.0,3.0,137301.87,1.0,1.0,1.0,158043.11,0.0
68,15679770.0,Frolov,521.0,Germany,Male,50.0,1.0,106901.42,2.0,0.0,0.0,9398.45,1.0
69,15806570.0,Maclean,663.0,Spain,Male,59.0,6.0,0.0,1.0,1.0,0.0,136902.01,1.0
70,15683625.0,Dike,637.0,France,Male,29.0,2.0,0.0,2.0,0.0,1.0,171378.77,0.0
71,15652626.0,Ritchie,689.0,France,Female,31.0,9.0,0.0,2.0,1.0,1.0,86920.97,0.0
72,15768471.0,Chinomso,646.0,France,Male,34.0,8.0,116936.81,1.0,1.0,0.0,170968.99,0.0
73,15781495.0,Maclean,807.0,France,Male,45.0,0.0,0.0,2.0,1.0,1.0,122433.09,0.0
74,15615020.0,T'ien,706.0,France,Male,43.0,7.0,0.0,2.0,1.0,1.0,28797.32,0.0
75,15803681.0,Ch'en,624.0,France,Female,45.0,5.0,0.0,2.0,1.0,0.0,111981.19,0.0
76,15753863.0,Okagbue,753.0,France,Female,45.0,1.0,145219.3,1.0,0.0,1.0,106785.5,0.0
77,15603035.0,Palerma,559.0,Germany,Male,40.0,8.0,119336.29,2.0,1.0,0.0,177719.88,0.0
78,15595592.0,Lombardi,606.0,Germany,Female,62.0,7.0,102395.79,1.0,1.0,1.0,170195.4,1.0
79,15734202.0,Genovese,653.0,France,Female,41.0,9.0,0.0,2.0,1.0,0.0,186489.14,1.0
80,15797760.0,Chiang,678.0,Germany,Male,45.0,6.0,115557.0,1.0,1.0,0.0,149238.85,1.0
81,15766776.0,Onwughara,684.0,France,Male,33.0,9.0,153548.11,1.0,1.0,0.0,91830.75,0.0
82,15681562.0,Genovese,567.0,France,Male,48.0,3.0,0.0,1.0,1.0,1.0,94488.82,1.0
83,15672930.0,Yobachi,581.0,Spain,Male,53.0,9.0,0.0,1.0,1.0,0.0,113048.79,1.0
84,15762238.0,Ch'ien,752.0,Spain,Female,37.0,10.0,141604.76,1.0,1.0,0.0,82298.59,0.0
85,15576723.0,Chizoba,628.0,France,Female,62.0,4.0,0.0,1.0,1.0,1.0,116748.14,1.0
86,15662501.0,Ewing,762.0,Germany,Male,50.0,8.0,90124.64,1.0,1.0,0.0,131736.56,1.0
87,15672945.0,K?,685.0,France,Female,39.0,1.0,131935.92,1.0,1.0,0.0,172557.77,0.0
88,15604794.0,Onwudiwe,594.0,Germany,Female,52.0,0.0,104784.23,1.0,1.0,0.0,173844.89,1.0
89,15674929.0,Kornilova,627.0,Germany,Female,38.0,7.0,103391.38,1.0,0.0,1.0,88965.46,0.0
90,15639576.0,Chien,689.0,Spain,Female,26.0,3.0,0.0,2.0,0.0,0.0,101319.76,0.0
91,15792360.0,Ch'eng,738.0,Spain,Male,32.0,4.0,0.0,2.0,1.0,1.0,92621.9,0.0
92,15798960.0,Hao,571.0,Spain,Male,31.0,3.0,0.0,2.0,1.0,0.0,89524.83,0.0
93,15750121.0,T'ien,629.0,France,Female,40.0,6.0,0.0,1.0,0.0,0.0,86099.23,1.0
94,15592994.0,Mancini,600.0,Spain,Female,40.0,0.0,58469.37,1.0,1.0,1.0,149184.15,0.0
95,15750808.0,Onwuamaeze,732.0,France,Female,39.0,4.0,0.0,2.0,1.0,1.0,49594.02,0.0
96,15662337.0,O'Brien,805.0,Spain,Male,31.0,5.0,133636.57,1.0,1.0,0.0,137898.57,0.0
97,15693771.0,Yefremova,641.0,France,Male,25.0,3.0,106947.28,1.0,1.0,1.0,79547.39,0.0
98,15623644.0,Chibuzo,590.0,Germany,Female,35.0,7.0,129860.37,1.0,1.0,0.0,67734.64,1.0
99,15714236.0,Maclean,526.0,France,Male,25.0,6.0,0.0,2.0,1.0,0.0,83084.33,0.0
100,15706593.0,Hs?,585.0,France,Male,33.0,0.0,0.0,2.0,1.0,1.0,120880.72,0.0
101,15769191.0,Scott,741.0,France,Male,27.0,3.0,0.0,2.0,1.0,0.0,79577.38,0.0
102,15779531.0,Ebelegbulam,539.0,France,Male,38.0,8.0,0.0,2.0,0.0,1.0,100835.19,0.0
103,15692463.0,Chiawuotu,590.0,France,Female,33.0,7.0,0.0,2.0,0.0,0.0,132979.43,0.0
104,15737571.0,Nwokezuike,775.0,Germany,Male,34.0,7.0,148167.83,1.0,1.0,0.0,118716.63,1.0
105,15792525.0,Uwakwe,712.0,France,Male,28.0,9.0,0.0,2.0,1.0,1.0,161407.48,0.0
106,15585067.0,White,656.0,Spain,Male,38.0,8.0,0.0,2.0,1.0,0.0,66263.87,0.0
107,15662397.0,Hao,645.0,France,Female,43.0,8.0,0.0,3.0,1.0,1.0,118570.58,1.0
108,15686963.0,Onio,709.0,France,Male,36.0,6.0,0.0,2.0,1.0,0.0,143301.49,0.0
109,15586699.0,O'Donnell,834.0,Germany,Female,29.0,9.0,110765.68,2.0,1.0,1.0,184350.78,0.0
110,15749951.0,Ch'eng,593.0,France,Female,46.0,9.0,0.0,3.0,1.0,0.0,180862.26,1.0
111,15714240.0,Martin,593.0,Germany,Male,42.0,6.0,119706.22,1.0,0.0,0.0,159800.16,1.0
112,15688868.0,Ch'iu,632.0,France,Male,37.0,5.0,0.0,2.0,1.0,0.0,140937.97,0.0
113,15568487.0,K'ung,689.0,France,Male,48.0,7.0,0.0,2.0,1.0,1.0,166650.9,0.0
114,15694321.0,Nwachinemelu,730.0,France,Female,34.0,6.0,0.0,3.0,1.0,0.0,124749.08,1.0
115,15588923.0,Hsiao,667.0,France,Female,33.0,2.0,0.0,2.0,1.0,1.0,64849.74,0.0
116,15640034.0,H?,678.0,France,Male,38.0,4.0,0.0,2.0,0.0,1.0,153400.24,0.0
117,15707473.0,Chukwuemeka,634.0,Germany,Female,47.0,9.0,114628.5,1.0,1.0,0.0,157578.26,1.0
118,15706021.0,Pankhurst,738.0,France,Female,27.0,9.0,0.0,2.0,1.0,0.0,62280.91,0.0
119,15798895.0,Ch'ien,745.0,Spain,Male,28.0,2.0,0.0,2.0,1.0,1.0,131772.51,0.0
120,15731327.0,L?,696.0,Spain,Male,40.0,3.0,0.0,2.0,1.0,0.0,130446.65,0.0
121,15774696.0,Hs?,584.0,France,Male,51.0,5.0,130142.79,1.0,1.0,1.0,152290.28,1.0
122,15665062.0,K'ung,651.0,France,Male,36.0,8.0,0.0,2.0,0.0,0.0,70810.6,0.0
123,15626141.0,Obinna,837.0,Germany,Female,48.0,4.0,124493.03,1.0,0.0,0.0,46675.51,1.0
124,15802857.0,Milne,608.0,France,Male,24.0,2.0,0.0,2.0,0.0,1.0,53412.06,0.0
125,15632575.0,Chukwuemeka,756.0,Spain,Female,39.0,4.0,0.0,1.0,1.0,0.0,38190.78,1.0
126,15674583.0,Hsiung,682.0,Germany,Female,34.0,6.0,97792.21,1.0,1.0,0.0,54472.64,0.0
127,15749328.0,Yeh,775.0,France,Male,49.0,5.0,121365.39,1.0,1.0,0.0,83090.35,1.0
128,15694890.0,Ts'ao,543.0,France,Male,27.0,2.0,0.0,2.0,0.0,1.0,121537.91,0.0
129,15576928.0,Macdonald,562.0,Spain,Male,30.0,0.0,0.0,1.0,1.0,1.0,171060.01,0.0
130,15741094.0,Nnachetam,645.0,Spain,Female,36.0,8.0,0.0,1.0,0.0,0.0,131662.47,0.0
131,15626008.0,Nwachinemelu,742.0,Germany,Female,56.0,3.0,128663.9,1.0,1.0,0.0,141446.01,1.0
132,15789548.0,Hsieh,674.0,France,Female,30.0,7.0,141462.13,1.0,0.0,1.0,67734.26,0.0
133,15593468.0,K?,589.0,France,Female,41.0,10.0,0.0,2.0,1.0,0.0,92980.02,0.0
134,15744041.0,Onwumelu,543.0,France,Female,43.0,1.0,0.0,1.0,1.0,1.0,133535.29,1.0
135,15654577.0,Y?,743.0,Spain,Female,42.0,9.0,76968.12,1.0,1.0,1.0,79866.73,1.0
136,15600821.0,Oster,743.0,France,Female,35.0,8.0,0.0,2.0,1.0,1.0,29333.01,0.0
137,15579566.0,Ch'iu,590.0,France,Male,44.0,1.0,0.0,2.0,1.0,1.0,70563.9,0.0
138,15634292.0,Chinomso,645.0,France,Male,47.0,9.0,123770.89,1.0,1.0,0.0,171045.31,1.0
139,15687765.0,T'ao,828.0,France,Female,28.0,9.0,0.0,2.0,1.0,1.0,167035.07,0.0
140,15725762.0,Fiorentini,678.0,Germany,Female,37.0,4.0,141389.06,1.0,1.0,1.0,109742.55,0.0
141,15605673.0,H?,649.0,Spain,Male,38.0,4.0,0.0,2.0,1.0,1.0,121098.65,0.0
142,15632551.0,Milne,597.0,Germany,Male,34.0,6.0,144591.92,1.0,1.0,1.0,181224.56,0.0
143,15783865.0,H?,613.0,France,Male,32.0,7.0,0.0,2.0,1.0,1.0,9983.88,0.0
144,15797767.0,Chikelu,703.0,France,Male,34.0,2.0,0.0,2.0,1.0,1.0,66526.01,0.0
145,15684461.0,Nkemjika,847.0,Spain,Female,61.0,6.0,139432.37,1.0,1.0,1.0,36221.18,0.0
146,15757628.0,Mazzanti,634.0,Spain,Female,39.0,2.0,0.0,2.0,1.0,0.0,104889.2,0.0
147,15699446.0,Onyemauchechukwu,639.0,France,Female,44.0,9.0,123925.27,1.0,0.0,1.0,59961.81,0.0
148,15597901.0,Shen,705.0,Germany,Male,49.0,0.0,127818.35,1.0,1.0,1.0,52319.26,1.0
149,15780144.0,Tsao,613.0,France,Female,34.0,4.0,0.0,2.0,1.0,1.0,82900.25,0.0
150,15754747.0,Palermo,571.0,France,Male,36.0,6.0,105822.5,1.0,0.0,0.0,146051.43,0.0
151,15757559.0,Ts'ui,578.0,France,Female,26.0,9.0,0.0,2.0,1.0,0.0,56794.73,0.0
152,15752300.0,Rene,633.0,Spain,Male,34.0,1.0,0.0,2.0,1.0,0.0,86764.46,0.0
153,15667620.0,Hsia,619.0,Spain,Male,32.0,9.0,0.0,2.0,1.0,1.0,123410.23,0.0
154,15750772.0,Scott,632.0,France,Female,37.0,6.0,0.0,1.0,1.0,0.0,12483.39,0.0
155,15795954.0,O'Sullivan,774.0,France,Male,29.0,3.0,0.0,2.0,1.0,1.0,56984.58,0.0
156,15720662.0,Hsing,651.0,Spain,Male,35.0,3.0,0.0,2.0,0.0,0.0,155876.06,0.0
157,15638247.0,Onyemauchechi,590.0,France,Female,39.0,6.0,85957.88,1.0,1.0,0.0,92320.37,0.0
158,15771299.0,Chukwumaobim,757.0,Germany,Male,55.0,7.0,96798.79,1.0,0.0,1.0,65864.4,1.0
159,15682472.0,Yefimova,638.0,France,Male,48.0,0.0,0.0,1.0,0.0,0.0,86490.09,1.0
160,15569438.0,Tsai,597.0,France,Female,34.0,8.0,0.0,2.0,1.0,1.0,176770.76,0.0
161,15643496.0,Palerma,521.0,Spain,Female,38.0,9.0,0.0,1.0,1.0,0.0,82662.73,0.0
162,15598097.0,Onyemauchechukwu,605.0,Germany,Female,43.0,9.0,111363.1,2.0,1.0,1.0,93777.65,0.0
163,15566543.0,Obidimkpa,597.0,France,Male,41.0,7.0,0.0,2.0,0.0,0.0,80619.17,0.0
164,15783615.0,K'ung,710.0,Spain,Male,34.0,3.0,0.0,1.0,0.0,0.0,180551.76,0.0
165,15807239.0,Hsia,594.0,Spain,Male,37.0,2.0,160761.41,1.0,1.0,1.0,59981.62,0.0
166,15567506.0,Lu,714.0,Germany,Female,34.0,5.0,115049.4,1.0,0.0,0.0,161435.02,1.0
167,15595872.0,Aksenov,523.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,99645.04,0.0
168,15762332.0,Hsiung,733.0,France,Male,32.0,4.0,128932.4,1.0,1.0,1.0,109542.55,0.0
169,15792029.0,Nwachinemelu,799.0,France,Female,29.0,2.0,0.0,2.0,1.0,1.0,103603.65,0.0
170,15682954.0,Ebelegbulam,721.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,152698.24,0.0
171,15673074.0,Lucchese,678.0,France,Female,28.0,2.0,121542.57,1.0,1.0,1.0,126726.33,0.0
172,15733169.0,Nnaife,679.0,France,Male,38.0,7.0,0.0,2.0,1.0,0.0,142913.83,0.0
173,15736043.0,Ch'en,535.0,France,Female,38.0,1.0,116536.44,1.0,1.0,0.0,130567.02,1.0
174,15755731.0,Ts'ai,639.0,Germany,Female,40.0,4.0,96781.39,1.0,1.0,0.0,72462.25,1.0
175,15593331.0,Chiang,431.0,Germany,Male,50.0,9.0,119276.31,1.0,1.0,0.0,171774.4,1.0
176,15672930.0,Ts'ai,571.0,Spain,Male,51.0,8.0,0.0,2.0,1.0,1.0,106826.92,0.0
177,15662578.0,Walker,704.0,Spain,Male,33.0,7.0,0.0,2.0,1.0,0.0,145764.4,0.0
178,15643679.0,Zhirov,659.0,France,Male,43.0,1.0,0.0,2.0,1.0,1.0,88890.75,0.0
179,15785819.0,Yermakova,726.0,France,Female,52.0,2.0,0.0,2.0,1.0,1.0,177740.58,0.0
180,15781875.0,Martin,646.0,Germany,Female,31.0,9.0,104784.23,2.0,1.0,1.0,184474.72,0.0
181,15795895.0,Ch'ang,633.0,Spain,Male,36.0,0.0,0.0,2.0,1.0,0.0,102925.76,0.0
182,15746035.0,Hs?,709.0,France,Male,34.0,7.0,0.0,2.0,0.0,0.0,131767.98,0.0
183,15658057.0,T'ang,678.0,France,Female,34.0,2.0,0.0,1.0,1.0,1.0,93524.19,0.0
184,15813159.0,Chia,735.0,Germany,Male,32.0,9.0,122453.97,1.0,1.0,1.0,53954.24,0.0
185,15594864.0,Lo Duca,727.0,Germany,Male,58.0,5.0,136492.92,1.0,1.0,1.0,51364.56,0.0
186,15723339.0,Onwudiwe,711.0,Germany,Male,50.0,4.0,129897.93,1.0,0.0,0.0,161407.48,1.0
187,15621658.0,Aksyonov,623.0,Spain,Female,36.0,10.0,0.0,2.0,1.0,1.0,93863.69,0.0
188,15701885.0,White,537.0,France,Female,30.0,1.0,0.0,2.0,1.0,0.0,116885.59,0.0
189,15707553.0,Chidiebere,593.0,France,Male,38.0,7.0,0.0,2.0,0.0,0.0,60427.3,0.0
190,15763053.0,Ch'eng,629.0,Spain,Female,22.0,6.0,0.0,2.0,1.0,0.0,182059.28,0.0
191,15800845.0,Hsieh,632.0,Germany,Male,49.0,6.0,118536.4,1.0,1.0,1.0,160976.85,1.0
192,15674543.0,Pisano,749.0,France,Female,32.0,5.0,0.0,1.0,1.0,0.0,74846.67,0.0
193,15669301.0,Nucci,683.0,France,Female,40.0,1.0,0.0,1.0,1.0,0.0,102021.39,1.0
194,15662955.0,Shao,584.0,France,Male,32.0,4.0,0.0,2.0,1.0,0.0,93834.67,0.0
195,15638494.0,Chukwudi,648.0,France,Male,24.0,3.0,86843.61,1.0,1.0,0.0,177025.79,0.0
196,15798850.0,Chiekwugo,602.0,France,Female,24.0,9.0,0.0,1.0,1.0,0.0,152491.31,0.0
197,15590320.0,Martin,617.0,Germany,Male,43.0,1.0,136658.76,1.0,0.0,1.0,59887.15,1.0
198,15658057.0,Ozerova,582.0,Spain,Male,39.0,3.0,122949.14,1.0,1.0,1.0,167873.49,0.0
199,15780779.0,Lucchese,599.0,France,Female,42.0,1.0,0.0,1.0,0.0,0.0,153955.38,1.0
200,15717078.0,Chukwuemeka,733.0,France,Male,40.0,3.0,0.0,2.0,1.0,0.0,105570.9,0.0
201,15641285.0,Teng,643.0,Spain,Female,40.0,8.0,139914.7,1.0,1.0,1.0,15607.27,0.0
202,15585853.0,Chigolum,642.0,France,Female,39.0,8.0,95167.55,1.0,1.0,0.0,172495.81,0.0
203,15722583.0,Iadanza,607.0,France,Female,27.0,6.0,0.0,2.0,1.0,1.0,187980.21,0.0
204,15579820.0,Chukwujekwu,594.0,France,Female,41.0,9.0,0.0,2.0,1.0,0.0,91943.94,0.0
205,15806822.0,Achebe,632.0,France,Male,37.0,3.0,105770.7,1.0,1.0,1.0,187816.59,0.0
206,15720354.0,Lombardi,671.0,Germany,Male,49.0,0.0,134381.52,1.0,1.0,0.0,136675.22,1.0
207,15594864.0,Nnaemeka,586.0,France,Male,34.0,3.0,0.0,1.0,0.0,0.0,139049.24,0.0
208,15658548.0,Nwachukwu,628.0,Germany,Male,32.0,6.0,82498.14,1.0,1.0,1.0,92708.1,0.0
209,15787884.0,Tung,615.0,Germany,Male,43.0,2.0,140596.95,2.0,1.0,1.0,106969.98,0.0
210,15650098.0,Iweobiegbunam,748.0,France,Male,38.0,2.0,0.0,2.0,0.0,0.0,84760.32,0.0
211,15610343.0,Nwabugwu,584.0,Germany,Male,31.0,5.0,138657.08,2.0,1.0,0.0,171515.84,0.0
212,15651336.0,Ch'iu,586.0,France,Male,53.0,4.0,0.0,3.0,1.0,1.0,114092.52,1.0
213,15663410.0,Cattaneo,679.0,France,Male,36.0,1.0,0.0,2.0,1.0,1.0,168816.22,0.0
214,15747358.0,Calabrese,704.0,Germany,Female,35.0,6.0,135096.77,1.0,0.0,0.0,143614.01,1.0
215,15794580.0,Hs?,550.0,France,Male,43.0,2.0,0.0,1.0,1.0,1.0,170980.86,1.0
216,15692599.0,Okechukwu,653.0,Germany,Female,45.0,1.0,114519.58,1.0,1.0,0.0,153400.24,1.0
217,15667588.0,Chiekwugo,684.0,France,Male,41.0,4.0,0.0,2.0,1.0,0.0,108872.45,0.0
218,15661735.0,Okeke,593.0,Germany,Male,41.0,8.0,131694.97,1.0,1.0,0.0,152235.3,1.0
219,15704771.0,Iweobiegbulam,569.0,Spain,Male,31.0,4.0,0.0,2.0,0.0,0.0,148814.54,0.0
220,15748552.0,Ts'ui,713.0,France,Male,36.0,2.0,0.0,2.0,1.0,1.0,4175.68,0.0
221,15575247.0,Ch'ien,592.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,170886.01,0.0
222,15750808.0,Chuang,559.0,France,Female,38.0,4.0,105214.72,1.0,1.0,1.0,110265.24,0.0
223,15684951.0,Genovese,710.0,Spain,Male,33.0,9.0,129553.76,1.0,0.0,1.0,173898.41,0.0
224,15651554.0,Ch'iu,653.0,France,Female,60.0,9.0,185891.54,3.0,1.0,0.0,147554.26,1.0
225,15787161.0,Y?,731.0,France,Male,36.0,9.0,0.0,2.0,1.0,1.0,175750.21,0.0
226,15749167.0,Nkemjika,636.0,France,Male,36.0,9.0,0.0,2.0,1.0,0.0,109041.53,0.0
227,15596074.0,Kashiwagi,571.0,Spain,Male,32.0,1.0,104960.46,1.0,1.0,0.0,167636.17,0.0
228,15575759.0,Onyemauchechukwu,677.0,France,Female,40.0,5.0,0.0,2.0,1.0,0.0,161465.31,0.0
229,15758813.0,Mao,539.0,France,Female,41.0,0.0,114930.55,1.0,1.0,0.0,136079.64,1.0
230,15631072.0,Ch'en,673.0,France,Male,37.0,3.0,169902.92,1.0,1.0,0.0,61251.25,0.0
231,15747168.0,Kornilova,677.0,France,Male,30.0,1.0,0.0,2.0,1.0,0.0,70548.96,0.0
232,15807457.0,Lu,757.0,Spain,Female,33.0,6.0,0.0,2.0,0.0,1.0,173870.39,0.0
233,15794048.0,Ch'ang,610.0,France,Female,47.0,4.0,152899.24,1.0,1.0,1.0,120531.31,0.0
234,15659098.0,Ch'iu,611.0,Spain,Female,41.0,1.0,132796.04,1.0,1.0,0.0,79495.01,0.0
235,15739592.0,Chiemenam,721.0,Spain,Female,38.0,8.0,0.0,2.0,1.0,1.0,153535.17,0.0
236,15647838.0,Hsing,705.0,Germany,Female,31.0,9.0,139978.18,1.0,1.0,0.0,129936.53,0.0
237,15663410.0,Chukwujekwu,579.0,France,Male,36.0,4.0,0.0,1.0,1.0,1.0,102908.96,0.0
238,15653572.0,Ch'ien,580.0,France,Male,38.0,2.0,0.0,2.0,0.0,0.0,89891.4,0.0
239,15752588.0,Chizuoke,678.0,Spain,Male,39.0,7.0,0.0,2.0,0.0,0.0,88866.92,0.0
240,15707968.0,Trevisano,575.0,Germany,Male,36.0,5.0,132725.1,4.0,1.0,0.0,122925.5,1.0
